,class,tweet
22379,1,Uhhh bitch
22380,1,"Ummm.. These hoes need guidance, better yet a baptism"
22381,1,Ummm...so the Happy Fairy apparently took a crap on my twitter and made it all...happy.
22382,2,"Un pollito cruzaba la frontera, un zorro se tropieza con el pollo, el zorro le dice, im sorry el pollo le dice im... http://t.co/oXcOYauJi1"
22383,2,"Uncalled for &#8220;@NoBeeetch: All trash ""@Trelaire1st: 16. Which one the best? http://t.co/KmOrdNEZRZ""&#8221;"
22384,0,Uncle Tom Hypocrite! http://t.co/cyc9MAdJpQ
22385,1,Uncle Tom ass muhfuckas.
22386,1,Unemployed niggas get the most bitches #FACTDONTARGUE
22387,1,"Unfortunately, I love her the most tho RT @KingHorseDick: @viaNAWF thats ur hoe too?"
22388,1,Ungrateful bitches never happy how u not happy? What u mean u ain't happy? #youngjefe!
22389,1,"Ungrateful shit lol RT @DJSydneyLove: Is sending for me in a Uber the new way of tryna pay for pussy ? Cuz lol, pls don't."
22390,2,"Unintended consequences of the current fed regulations. 
Trays of uneaten food thrown in the trash, 
Hungry kids.
 http://t.co/aaMJhHOW7y"
22391,1,"Unk just said ""bitches hit the bottle and they pussy start snappin"" lmao"
22392,1,Unlike some of yall boring ass bitches lol
22393,1,Unloyal girls turn good guys into assholes. &amp;&amp; unloyal guys turn good women into big time bitches...
22394,1,Until next time rednecks &#128521; I'll see you again &#128525;&#127482;&#127480; @ Rednecks With Paychecks http://t.co/vg3nbXETzP
22395,1,Until you hoes start actually fucking with me then I'll give props but until then you HOES trash &#128078;&#128078;&#128078;&#128129;&#128079;&#128080;&#128522;
22396,1,Up and let the heat pop bitch
22397,1,Up early on Dat good dope wit my niccas!
22398,2,Up early then a bitch driving to denton omg can I move already
22399,1,Up in this bitch like elevators
22400,2,Up like an eagle tryna catch the early bird that catches the worm.
22401,1,Up too early the damn birds are still chirping smh.
22402,1,Upstate hoes love down south niggas and down south females love upstate niggas
22403,1,Ur fat ... Not thick... It's a difference bitch
22404,1,"Ur no from here, u act sound infront ae me or I'll be an awfy cunt nd break ur fukin phone tae"
22405,2,Use to trap them birds now I'm fly like a birdddd
22406,1,Used the dollar menu &amp; spectate at the mall. But now I'm buying that bitch out cause shit I want it all ....
22407,1,"Used to have a girlfriend, now all I got is hoes.."
22408,1,VP Joe the Dildo still wants your guns. Hey Joe. FU. Oath breaking prick needs to be routed out. Hows it feel to be honkey whippin boy?
22409,1,Vagina flavored bacon bitch
22410,1,Val is such a bitch
22411,1,Value your money.Value your dick.Don't buy trash.Don't fuck trash.
22412,1,Vandalize that pussy.It's on.
22413,0,Vanessa is such a fuckin faggot.
22414,1,Vegas in 4 days bitches.
22415,1,"Venti iced water

Make it snappy hoe"
22416,1,Verizon customer service is trash as fuck. I've been in the store haven't been greeted or nothing.
22417,1,Versace belts and LV wallets just won't cut it. Need to really show his ass up.. Little bitch
22418,2,Vice News interview with the Canadian Jihadi has the poem I translated f4 u as its sound track http://t.co/7gebzU4Paz http://t.co/WwL05Orih6
22419,2,Video: Charlie Baker campaign team denies contacting Gov. Patrick for meeting http://t.co/qHrA6OalRR
22420,2,Video: Charlie Baker makes final push for votes http://t.co/9ArtP5ymbS
22421,2,Video: Charlie Baker remembers Tom Menino http://t.co/vdaOWLZksv
22422,2,Video: On The Record: Charlie Baker http://t.co/lXK0YyCVR4
22423,2,Video: Shy Glizzy &#8211; &#8220;I Can&#8217;t Trust&#160;Myself&#8221; http://t.co/HRfuDrvZdb
22424,2,"View from the ghetto ain't bad, Rio http://t.co/umjPU8gT"
22425,1,Vine is filled with pussy lol smh
22426,2,Vintage Gold and Diamond Engagement Ring / 10k yellow gold unique #ring Size 4.75 by VintageBaublesnBits http://t.co/iI0v4LbSQK via @Etsy
22427,2,"Viola, Auntie...you can't call White trash women White trash like this during primetime! #HTGAWM"
22428,2,"Virtually zero protections for LGBTQ persons in Alabama. Not a lot of acceptance, either. Think about queer Alabamian kids today?"
22429,1,W bitch
22430,2,WALK OFF HR! @Yankees
22431,1,"WATCH - WE SALUTE THE VETS &#8211;Tuesday Jihadi Bitch Slaying: MK-48, M203&#8217;s Fired At Taliban Cockroaches During Firefight http://t.co/yFucN0Dwzq"
22432,1,WATCH-Military Monday Jihadi Bitches Slaying: BADASS - A-10 Silences Taliban During Intense Night Time Firefight http://t.co/osAgQo567K
22433,1,WATCH-Military Monday Jihadi Bitches Slaying: BADASS - A-10 Silences Taliban During Intense Night Time Firefight... http://t.co/Px9cN8fCW5
22434,2,WATCH-Obama&#8217;s Newly Released Gitmo Jihadi Has Links To Terrorists In Syria http://t.co/GufKoy44tk http://t.co/3n7M4PfNMx
22435,2,WATCH: Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On 'Distribution Day' http://t.co/n9ExnuVhKs #ISIS #tcot #pjnet #lnyhbt #gop
22436,1,WATCH: Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On 'Distribution Day' http://t.co/n9ExnuVhKs #tcot #lnyhbt #pjnet #tgdn #gop
22437,2,WATCH: Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On 'Distribution Day' http://t.co/n9ExnuVhKs http://t.co/uHZ1qKcrJE
22438,1,WDMC RT @Rhion_R: So what shit is this. Male hoes now. WHAT is going on. http://t.co/XcY9QE5Yab
22439,1,"WE SALUTE THE VETS &#8211; Tuesday Jihadi Bitch Slaying: MK-48, M203&#8217;s Fired At Taliban Cockroaches Du... http://t.co/1cK21ivEUp #tcot #pjnet"
22440,2,"WEBBERS! RT @DMILZ4: Sz13 vnds restorers dream, cracked midsole, sole separation, and fogged bubbles. 150 http://t.co/yC81VG2kg1"
22441,2,WH: Obama won&#8217;t name Holder&#8217;s replacement until you rubes have already cast your midterm ballots - Hot Air http://t.co/Yf1o8h99Uz
22442,2,"WIB plays next Fri (5-16-14)at the Silverdome Ballroom(21+) in Neillsville,WI with Charlie Parr &amp; Hobo Nephews of Uncle Frank! Tickets 15$"
22443,2,WTF I'mma do about my legs Charlie Murphy...
22444,1,WTF is this chick singing the 7th inning stretch at the Giants game wearing? She's like a redneck Carmen Miranda. #nlds
22445,2,"WTMF is Murica? You say it, you should be thunderpunched in the throat, or sole stomped."
22446,1,Waddup bitch I gotta get tf outta this town tonite http://t.co/fDc54X3cB0
22447,1,Wagwuan bitches...!
22448,1,Wait What?! &#128557;&#128557;&#128564;&#128564;&#8220;@TaeCocky: You a faggot if you wear a seat beat&#8221;
22449,1,Wait a min RT @angie_goodwood Or her pussy RT @KingHorseDick That Rihanna cologne for men probably smell like curry goat and nail clippings.
22450,1,Wait a min you nigga bitch! Lol RT @WILLIEP252: #FuckTheSteelers #HTTR I don't give a damn if it (cont) http://t.co/9VemNXDuQL
22451,2,"Wait a minute... Bowyer causing a yellow in a Chase race RT @Knighter01: Caution, 15 #NASCAR"
22452,1,Wait bitch..Keep it simple never basic
22453,2,Wait did @kidfivevibes take my brownies??
22454,1,Wait that's noooo butt naked bitch &#128514;&#128514;&#128514;&#128514;&#128514; awwwww boy!!!!!!
22455,1,Wait. What in the mudda cunt hypocrisy
22456,1,Wait. What? RT @KingHorseDick: Y&#8217;all ever put ur finger in the lil hole in the back of the pussy? just me? Cool.
22457,2,Waiting for brownies. I want brownies. Someone hooks it up?
22458,1,Waiting on these bitches @badnewsbridget @MorbidMermaid &#128034;&#128034;&#128034;&#128034;
22459,0,Waiting on this wetback sycksyllables http://t.co/L8wqZduzZE
22460,1,Waka bitch bad fr
22461,1,Wake up American sheeple nd stop allowing these pussy azz politicians who never bust a gun in they&#8230; http://t.co/rN6nnnynXv
22462,1,Wake up bitches
22463,0,Wake up you stoopid dyke @RandyPawlik
22464,1,Walk in the party boot up yo hoe
22465,1,Walk out that bitch like RT @MKellyRedmen25: Just murdered that test! http://t.co/XYiVSRbsop
22466,1,"Walk up to your house, knock on the door and blow your ass off. Drop it off, drop it off, bitch I got a sawed off!!"
22467,1,"Walked in wit a new bitch on me, got niggas mad but I know it"
22468,1,Walked into a party and they was playin Nelly - Air Force Ones. I walked outta that bitch immediately and littered in their yard
22469,1,Wallah I'll drop kick this bitch
22470,1,Wallah does this dumb bitch dream about the fucking lottery to wake up this early and play fuck you hoe.
22471,1,"Wanna find out the truth about somebody? Just tell em ""NO"" and watch the real bitch nigga or hoe come out em!"
22472,1,Want some cheese with that whine bitch ?!
22473,1,Want to cry cause of the girls at La fitness ... Imma bitch
22474,2,"Want to go get this brownie, I'm stuck doe."
22475,2,Want to touch tha boootyyyyy....neeeeed to touch the heinie &#127825;
22476,1,Wanted to eat her pussy from the back but she's sleep...smh
22477,1,Warriors ain't winning shit if Curry keep playin like a bitch
22478,2,"Was finna slit my eyebrows up in the shop but nahhhhhh.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

.
.
.
.
.
.
.
.
.
.
.
.
."
22479,1,Was in kimball gym today boy if they had the carter&amp; kimball it that hoe it would've been stupid
22480,1,Wash up hoe
22481,2,WashPost Describes Charlie Crist's Bizarre Obsession With Fan Between Legs To Stop Sweat When Asked/Answering Questions! DoG
22482,0,Washing my coon hair
22483,0,Wassup wit all these fucc niccas
22484,1,Watch how i stop talking &amp;&amp; the bitch still tweets
22485,1,"Watch ima hit that hoe later on this summer, finna be the best/most livestock party of 2014!!!"
22486,1,Watch my Twitter bitch
22487,2,Watch out #ned! #crc #worldcup2014 #puravida http://t.co/DcAgrh4SLE
22488,0,Watch out nigger lovers. You day is coming. http://t.co/ZV1CpK1iy8
22489,1,"Watch the blacks and whiggers cry:

http://t.co/EmluwbbOgW"
22490,1,Watch yo hoe
22491,2,Watched some crows eat a sandwich
22492,2,Watching #Steelers colts getting blinded by the Steelers uniys look like bunch of bumblebees
22493,1,Watching Deadly Women. This malicious bitch left 50 babies out in the sun so they can bake to death. Wtf.
22494,1,Watching Forrest Gump has taught me that these bitches wanna hoes until they're tired
22495,2,"Watching Richie Rich! On Tv..Even he wanted to kick it with the ghetto kids..

Shows yuh how much Money Aint A Thang!..."
22496,0,Watching the nigger movie Menace2society. Trying to learn more about the enemy. Good reconnaissance.
22497,1,"Watchu smiling in da can foe nigguh,"
22498,1,Water whippin bitch that bobby buschi
22499,1,Wats up with ppl calling me foriegn bitch now
22500,1,Wave &#127754; or get Splashed &#128166; on!!! #SplashGang ya bitch you!!
22501,1,Way too many pussies who just lay down and do nothing in my generation. Both literally and figuratively.
22502,1,Wayne crazy.... New Orleans ass nicca lol
22503,1,"Wayne went ape shit on tht ""Krazy"""
22504,1,We ain't gon talk bout yo partnas cuz dey ain't shit like my niccas
22505,1,We ain't really wit that talkin bitch we bout that action
22506,1,We are back bitches! @vnpacheco21 @xoxoclaire_ @treyhunter_ @Medgmon @delaney_jade @sean_steezy @alexistiefa
22507,1,We are the only fan base who by and large gives a crap that Rodgers chews his guys out. Nobody bitches about this for Brady and Manning.
22508,1,We been passed dem niccas yrs ago fr
22509,1,We both have hella hoes but I swear all I want is you
22510,1,"We bout to be the next Chik Fil A, lmao. Couple of fags said we told them if they didn't like their food to get out.
Never happened &#128514;&#128514;&#128514;&#128514;"
22511,2,We can't call somebody wack we got Raymond Felton RT @BeckDeeMyG: Lin so trash.
22512,1,We can't trust these hoes fam http://t.co/INvr9Wnccv
22513,1,We cocky yea bitch we cocky.
22514,1,We delivering bitch!!!!
22515,1,We don't hire bitches
22516,1,We don't love them hoes !
22517,1,We don't love these hoes
22518,1,"We don't love these hoes, I only want one night &#128514;&#128553;&#9996;&#65039; Jayballout #onlywantonenight #312 https://t.co/ooxHCzfGJP"
22519,1,We don't play &#127936; bitch there's no take backs
22520,1,We don't pop out bitch we slide
22521,1,"We don't want yo bitch mane, we just wanna have fun with her."
22522,1,"We got gin, mad blunts and bitches sucking dick"
22523,1,"We got mob ties/ and all my hoes gangstaz too/mob wives/ bad bitches,but I don't spend alotta&#8230; http://t.co/LECZepIVS7"
22524,0,We hate you too lil nicca! Lol RT @redfernave: I Hate The Steelers Dawg
22525,1,We in this bitch!!! http://t.co/jKqld5vodm
22526,1,"We just chasing O's round here. We ain't chasing hoes round here 
&#128176;&#128181;. &#127939;&#128168; &#128581;"
22527,1,We know what this hoe gonna do for her bday now cc:@TheShugAvery RT @OMGitsKariC: @moyizzy I plan on it &#128520;
22528,1,We know you fat hoes are not big boned your jus fat af !
22529,1,We live ina generation where we praise these hoes.
22530,1,We need a UT expose hoes page hmmmmm !
22531,1,We need hoes
22532,1,We need to start having a fantasy team of UT hoes lol
22533,2,We over here struggling with college and work and ice jj fish making money for being trash lol. What has this world come to.
22534,1,We ran thru the bitch you fallin in love with!
22535,1,We so deep in this bitch we might drown
22536,1,We trash
22537,1,We use to sneak up on them cats back in wood hollow and ceelo ranch and Toss they ass in the pool lil bitches
22538,2,We wacko birds are still tweeting #MakeDCListen
22539,1,"We'll catch them hoes later, stay on ya grind"
22540,2,"We're Bringing The Cadaver Dogs, Charlie Brown. #rejectedpeanutsspecials"
22541,1,We're a good match cuz we both retarded...n weed
22542,2,We're going to make the school look so redneck tomorrow.
22543,1,Weazy bitch birdman jr http://t.co/wXNX94BzoC
22544,1,Webbie to retarded
22545,2,Weed brownies &gt;&gt;&gt;&gt; &#128553;&#128079;
22546,1,Weed nigguh.. Retweet that
22547,1,Weef fitm is that life fuck flappy bird
22548,2,Weekend is here. What an amazing week this has been. Let's use this extended weekend to celebrate our successes my fellow queer folk.
22549,1,Weird ass bitches
22550,2,Weird frosted colored lipgloss is weird...
22551,2,"Welcome to our land of dispossession! http://t.co/v14jkTLZ Check out the evil, racist whitey sitting on steps etc. ""Reconquista, Woo Hoo!!"
22552,2,"Welcome to the family, Mia Meli! #new #puppy #adorable #cute #fluffy #mutt #mybaby #girl http://t.co/a27C1XueZP"
22553,1,Welding with your shirt off is the redneck version of tanning lol
22554,1,Well I wish I could shoot the shit wit u bitches but daddy gotta get dis money .one
22555,1,Well I'm back on the prowl for a bad bitch
22556,2,Well Jay I guess if you wanna keep your house from burning down...the bird is the word yeah!!!! #jaymohrsports @jaymohr37
22557,2,Well Jenna's getting a yellow lab so I know where ill be whenever I'm home
22558,1,Well damn!! LMaooo.... &#171;@IGiveEmNathan It was the dyke in that picture she used to be a girl once up on a time&#187;
22559,1,Well dayum RT @Tristine214: I seen you bitches knocking censor tags off your clothes on your patio with hammers http://t.co/tWE3VY0Bk5
22560,1,Well done? What a coon.
22561,0,"Well gahdamn. RT @HuhWhatsACondom: Wooooow &#8220;@moesdeph: ""Good job mommy"" cutest thing blue ivy ever done she still an ugly nigger baby&#8221;"
22562,2,Well good morning early birds.. t minus 47 mins until thee clock out. Then breakfast shower rub one and sleep!
22563,1,Well guess I know a bunch of hoes then. GONE BRING YA #BaldPussy #HoeAss 2 ELEMENTS TONIGHT THO&#8230; http://t.co/4g85sn1AFx
22564,1,Well i feel like a bitch.. &#128530;
22565,1,Well isnt that a bitch 2 wildcards are going to the #WorldSeries
22566,1,"Well now that I'm basically gone full retard, lets get blasted"
22567,1,Well thank goodness I got other musicians that aren't bitches.. like @Tampa_Rick for example.
22568,1,Well they do now haha RT @laydeesweets: I just think these bitches are confused. Like i'm wife. #TheyAintKnow?! Lol @VivaLAJuicyy69
22569,1,Well your a little cunt !
22570,1,"Well, jhud is giving me 'bae just got home from work and Ima throw the pussy at him' http://t.co/2KBSxaMddg http://t.co/EsZjSuqYIQ"
22571,1,"Well,is he gonna take da bitch or naw?"
22572,1,Welp imma hoe again :/ RT @Gladvillian: She a hoe if she likes chocolate.
22573,1,"Welp! &#8220;@FemaIeStruggle Me: Baby I cooked

Bae: What's for dinner?

Me: That bitch you been texting http://t.co/pOxpYQ5Eiy"
22574,1,Wen yu see uh bad bitch n wanna holla say Ayyy
22575,2,Went to an open house today &amp; the place was trash. Ewww
22576,1,Went ya bitch house now she not a virgin anymore
22577,1,Westbrook you ball hogging bitch pass it to your fuckin teammates if you want to win
22578,2,Western Jihadi fanboys use of language: peppering sentences with Arabic words to sound knowledgeable - #Comical http://t.co/G2rca1XGh7
22579,1,Westside nicca!
22580,1,Wet bitches http://t.co/fm7UDyku
22581,1,"What America teaches people: if you bitch about something enough, you'll get what you want."
22582,1,What I hate about edm festivals is the people who bitch about the line up. #STFU
22583,1,What I look like ho? I look like YES and you look like NO! @NICKIMINAJ
22584,1,What a Dirty Girl! Haha &#58381;&#57423;&#58380;&#57607; #cat #pussy #pets http://t.co/7YaYdatE
22585,1,What a bitch.. #pshh
22586,1,What a dumb bitch
22587,0,What a fag
22588,0,What a fucking faggot
22589,1,What a fucking retard
22590,1,What a hoe lol
22591,1,"What a pussy so you can sub-tweet about me, then unfollow, but can't even reply and try to understand my point? Yeah and I'm the idiot."
22592,1,What a sniveling little cunt. I would be embarrassed for him but I cant stand the guy. @joederosacomedy @TheCumiaShow
22593,2,What a trash franchise. RT @ArashMarkazi: Fergie will sing the National Anthem at the Clippers season opener tomorrow.
22594,0,What a wetback looks like when he gets caught crossing the border. @Ilovebamf http://t.co/j3Uf1TYubO
22595,1,What a wifey would understand a hoe could never comprehend
22596,2,"What an amazing, proud day it was today for @NKOTB and #blockheads! Time for bed! Good knight!"
22597,2,What barrel of trash doesn't smell as bad? RT @Jay_F5 Imagine Dragons or Nickelback?
22598,0,"What be the peckin order?
1 white Christian
2 colored
3 Porto Ricans 
4 Arab 
5 Jews 

I donts know. I be axin"
22599,1,What do you do when you the nigga thats currently cuffin a bitch dats getting exposed? &#128514;&#128553;&#128557;&#128514;&#128514;
22600,2,"What else come on on mondays im not finna watch that trash, ive destroyed enuf brain cells."
22601,2,What ever happened to the Teen Titans of my day and why must they mock me with this Teen Titans Go?
22602,2,What if I talked ghetto lol I'd be so annoyed of my self
22603,1,What if I was on my ass that mean she get half of my cash? Man that bitch can kiss my ass
22604,1,What is Twitter even for? Lmao This hoe wack af
22605,2,What is this the @Yankees are doing today? Using those wooden things and making it all the way around the bases? Weird.
22606,1,What is up my twitta niccas!
22607,1,What jealous hoe made this? http://t.co/95rdO7RHvq
22608,1,What kind of bitch ass throw was that Alex. Fuck.
22609,1,What kind of person am I : the one that wears a beanie and does drugs and likes to fuck with bitches
22610,1,What kind of sorcery is this.... RT @OfficiallyIce: Nope RT @2charmss: Eat this pussy while im on my cycle &amp; call it Cherry Pie
22611,1,What mad cunt created masturbating? That dude needs a high 5...
22612,1,What made this niggah say that out his mouth
22613,1,What makes you lose your temper? &#8212; dumb ass bitches who talk shit but won't walk a mil in you own shoes http://t.co/1V4dpwHeUl
22614,2,What manner of black folk take their kids riding in the ghetto to point out misplaced youth and victimized &amp; cursed brethren and say:
22615,1,What now bitch I've got you're girlfriend @owne1235 http://t.co/cydgooP9YZ
22616,0,"What ppl expect, august aslina is a nig from New Orleans"
22617,1,What restaurant drugs tests hahahaha that's fuckin trash
22618,1,What state got the best pussy? &#128064;
22619,1,What that bitch Tryna say
22620,1,What the FUCK? THO? REALLY? The Entire FUCKING #World #MEDIA is has gone #Obama #retarded not to know #medical #science PROTOCOLS? #wuh?
22621,1,What the fuck kind of redneck commercial was that???? #indycar
22622,1,What the hell are we doing with pussy rules that soldiers don't carry weapons 24/7 on base? They are trained. Liberal crap &amp; people die.
22623,2,What the monkey... http://t.co/h76rptL8Wq
22624,1,What these bitches want from a nicca .. &#128553;&#128553;
22625,0,"What these bitches want from a nigga?, like on some DMX shit"
22626,1,"What they taught us, man them bad bitches only want the ballers, the starters.. We hoopin now the hoes wanna guard us.."
22627,1,What time jamboree start Thursday. So I ca smile for the ugly hoes. &#128514;&#128128;
22628,1,What u don't do another hoe will
22629,1,What up fake ass hoe? I'm not gone fought you today. Gimme my nigga hand back
22630,1,What up twats? I mean twits... &#128522;
22631,1,What was that knob to get shit back in focus when it started getting fuzzy?
22632,1,What would yall do?.....I would act like one of them nd act like we lookin for the same bitch lmao http://t.co/7d0JeAmUvf
22633,1,What you doing bitch suck it don't bite it
22634,1,What you gonna do if she cheat ? Cry ? Fight for her ? No kick that bitch out and go straight to tootsies
22635,1,What you know about getting money low key .. Hanging with the street niccas fukn wit the OG's
22636,1,What you saying hoe?
22637,1,"What's a Queen without a King?

...A lonely ass bitch!"
22638,2,What's a trash party ?
22639,1,What's really funny bout this pic is I'm sure they believe them hoes is bad &#128514;&#128514;&#128514;&#128514; http://t.co/15R8WoqXHd
22640,1,What's retarded is that I actually love my job and have a really weird passion for it.
22641,0,What's so good about Prom? All I see is another faggot ass High School dance.
22642,1,What's that makeup called on your cheeks? I call it bitch spots lmao
22643,1,"What's this #picslip shit? If your posting a pic. IT'S NOT A SLIP!
Don't flatter yourself. *stupid ass bitches!"
22644,1,What's this bitch look like y'all &#8220;@pearlblueyes: add me on your stupid chapsnat::::pearlblueyes http://t.co/rASlFXof5d&#8221;
22645,1,What's this bitch retarded? GIVE ME BACK MY 16 DOLLARS &#8220;@AmandaBynes: Every time I meet somebody I assume I'll never meet them again&#8221;
22646,0,What's up faggots bet y'all thought you'd seen the last of me
22647,1,What's up with all these bitches in bed clothes...? Walking the streets like that shit is cute.
22648,0,What's worse than #Ebola ? The F-ing retards trying to make it a race issue. Al Sharpton has caused more American death than ebola.
22649,1,What's worse than jury duty is the confirmation you get while serving that the general public is retarded.
22650,1,Whatever I'm going to concert today!..I cant be a little bitch right now
22651,1,"Whatever happens, I won't let racism become a big trend again. I refuse. Over my fuckin dead body bitches, I'm mixed I can't be racist"
22652,1,Whats wrong w/ this marie hibben bitch..
22653,1,Whats wrong with this bitch
22654,1,When @Drake got your ex bitch &amp; the one you tryna move on w/ it's time to call &amp; give it a up
22655,2,When Charlie tries to walk into my room and it can't remember if I locked the door or not http://t.co/FrTigzzPQf
22656,1,"When Chief Keef said ""I aint done turning up bitch!"" http://t.co/bx2mXV2osO"
22657,1,When I be seein y&#8217;all runnin back and forf to woyke and shit I be thankin Jesus I is colored
22658,1,"When I be that pussy, I be calling you my Bitch."
22659,1,"When I call bitch, you come."
22660,1,"When I die
Throw a couple bad bitches in my casket"
22661,1,When I see a fine bitch I don't get excited
22662,1,When I step off in da club niggas give me daps and hugs hoes swinging dey eye ik one thing right they wanna fuck
22663,1,When I wanna nut an she wanna nut at the same time I'm Peyton Manning this bitch audible OMHA
22664,1,When I was 16 &amp; me my homies used to go to the mall to pull hoes. I'd be at home later that night like.... http://t.co/zq8UtPLYFK
22665,1,When I was in 6th grade it was a lil bitch at my school in 5th and she was pregnant like wtf I barely new what pussy looked like that young
22666,1,When I was in HS we had a dance team and then we had the steppers them hoes was ghetto as shit but they kept the pep rally hyped
22667,1,When I'm a relationship I'm erasing twitter cuz it's to many bitches that are accessible. I gotta the hormones of a 13 year old home alone
22668,1,When Jake was mad happy and hugged muscle faced Renee Russo at the end of 1 I was like yeah them bitches bout to win it all!!!
22669,1,"When Lil Wayne said ""why give a bitch your heart when she'd rather have a purse"" http://t.co/CKRzrWVFz0"
22670,2,When Robinson Cano left the Yankees they were selling his jersey for $25. When Aaron Hernandez went to jail they sold his for $10.
22671,1,When Stoni isn't doing his faggot gook speak he's actually funny
22672,1,When a bitch I don't like laugh at my joke http://t.co/9Veupu85Wj
22673,1,When a bitch all in ya mans face in public http://t.co/KXmi85GQP2
22674,1,When a chicks head is weak I just close my eyes and imagine me giving a bad bitch like Zoe Saldana back shots so I can get my nut off
22675,1,When a fat bitch want you and a skinny bitch can't cook nothin for you &#128514;&#128514;&#128514; these hoes ain't hungry &#128514;&#128514;
22676,1,When a girl asks me if I eat pussy... At first I don't even cause that's just a stupid question in itself
22677,1,"When a girl tried to argue with me whilst I was drunk, ""hes not done..."" ""you shut the fuck up bitch!"" im a nasty cunt whilst drunk #sarry"
22678,1,When a hoe go back to her roots
22679,1,When a hoe tryna get at you while ya girl is looking http://t.co/Ihlzw7njke
22680,1,When a niggah think he gon come in-between me and my bestf &#128514;&#128514;&#128514;&#128514; I'll fuck you and her up &#128514;&#128076;
22681,0,When a pussy nigga socks you and doesn't knock you out.
22682,1,When a real niggah want you
22683,1,When a super bad bitch walk past u and u can't help but stare http://t.co/64Iwjvx2xE
22684,2,"When all else fails, blast bare nips"
22685,1,"When bae dodges hoes cause he only want you &#128525;&#128553;

&#128514;&#128514; http://t.co/bLYYoLtP0k"
22686,1,When bae say she goin to the club with her girls I be outside that bitch at 2am like... http://t.co/yJowfMziKf
22687,1,When bitches I work with are on there period ...
22688,1,When bitches in the library start acting up http://t.co/x1qGfTkB4O
22689,1,"When bitches know they feeling stupid, they keep there sentences short."
22690,1,"When bitches say ""I want to cuddle."" It real is them speaking in code saying they want the D"
22691,1,When bitches you don't like talk to you at work. #workproblems #workflow #byebitch https://t.co/gqZuNhCVd3
22692,2,When did Miley turn ghetto?
22693,1,"When did gum get so soft, you sons of bitches."
22694,2,When did it become cool to ne stupid? This teabagger debate is slim on facts at best.
22695,1,When ever you dog hoes really bad you end up w/ a girlfriend ...
22696,1,When ex girl friends get fat. That's god saying hey man.. You're welcome lmfao &#128514;&#128557; big ole bitch
22697,1,"When girls say like ohh I'm so ugly, like bitch you ain't fishing for compliments you're like deep sea diving, fuck!"
22698,1,When guys are more sentimental than most girls like man up pussy &#128530;&#128583;&#128581;
22699,1,When guys throw stupid bitch fits its like whyyyyy? Grow some balls please. I have bigger balls than you.
22700,1,When her pussy doesn't taste like pineapples http://t.co/tWpg0XXwbB
22701,1,When her pussy stank RT @BasedGodTobi: When yo girl says she&#8217;s gonna let you hit tonight http://t.co/bF8BGCAoEI http://t.co/G4k2DZ4WsV
22702,1,When hoes be sayin they sexually frustrated or need some dick http://t.co/UaVDkZBAut
22703,1,When hoes think I got sucker nigga written across my forehead...
22704,1,When i bitch fuck my hologram doe
22705,1,When i die bitch fuck my hologram doe* there taylor
22706,1,When i die throw a couple bad bitches in my casket
22707,1,When i die throw a couple bad bitches in my casket..
22708,1,When i see a SUPER bad bitch and she happen to be from my city i just feel the need to shoot my shot.
22709,1,When it come to bitches.... niggas will get dirty
22710,0,"When it rains it's good ""go to the mall weather"" all the coons be at home"
22711,1,When it start raining bitches always wana get fucked bitch take a nap
22712,1,When it start thundering bitches be like I wana cuddle naw bitch you just wana excuse to suck a dick you and MiMi sit tf down in a corner
22713,1,When its hot i wear whatever lol shit if could come out this bitch in briefs i would
22714,1,When jake from State Farm keep calling yo bitch but yall got progressive http://t.co/dnb0q5phVk
22715,1,When lifes got ya down you just gotta get back up and pimp slap that hoe!!!!!
22716,1,When mfs tell you who you talk to and it ain't true..like no bitch!
22717,1,"When my friends are roastin my other friends and idk who to roast I'm just like wait ""who are your true nigs""&#128527;always da clan&#128111;&#128109;&#128129;"
22718,1,When my right hand get out niggas gon remember why we tru loyal pussy
22719,1,When my teacher says basic algebra I think of basic bitches&#128514;&#128514;
22720,1,"When nigga/bitch lose in a fight they favorite line is ""he/she only "" &#128514;"
22721,1,When niggas gimme their mixtape and it's trash #YEET #Fatality https://t.co/i3drCdIvN8
22722,1,When niggas say they like Latinas they don't mean you fat bitches that smell like fajitas
22723,1,"When niggas wanna cheat they start an argument with their girl... ""bitch i told you i hate ketchup on my hotdogs, fuck this im out"""
22724,1,When people igg my text they get aired out in my head all types of bitches an dickheads &#128514;
22725,2,"When people label their name on there ghetto nano&lt;&lt;&lt;&lt;&lt; 

@StephyRae7"
22726,2,"When people really think I'm Asian I get offended,
Even though I make fun of my gook self"
22727,1,"When people tailgate, then pass you up, and look lol I just wave like hi bitch yeah I see you do I care fuck no pass me up"
22728,1,When ratchet bitches find out the club ain't 10$ to get in https://t.co/GeJUIY1XG0
22729,1,When see u an oldhead rocking a Bruce Lee top with a durag on in the park randomly giving a group of street niggas a ghetto karate class
22730,1,When she wit me got yo bitch open
22731,1,When she's a straight up hoe but doesn't suck dick.
22732,1,"When somebody ask ""where da hoes at"" universal answer is ""shit u got em"""
