patent_id,claim_number,text,sequence,dependent,exemplary,subclass
10606930,8,"8. A system, including a computer with a web server, for managing content returned from the web server displayable on client access devices of multiple users of the system who have profiles stored on the system, the system comprising: at least a first configurable application and a second configurable application, wherein: each of the first and second configurable applications includes content that is stored on the web server and that is displayable to the users of the system, one of the configurable applications is a biography application that is managed by the web server and that displays biographical information that is received from and that is about one of the users of the system, at least one of the configurable applications is generated by the web server at least in part based on inputs received from multiple users of the system, and the inputs include at least one of text, graphics, sounds, documents, and multi-media content; an administrator portal through which users of the system are permitted to act in the role of an administrator of certain content, wherein: a user acting in the role of an administrator may manage business rules that utilize profiles of the users of the system to control interaction of the users with the certain content, and each user of the system is permitted to act in the role of an administrator at least with respect to a subset of the content returned from the web server; a first user configurable link on the web site that points to the biography application; and a second user configurable link, generated by posting content and configuration information to the web server that points to at least one of the configurable applications, wherein: the computer automatically generates the first user configurable link according to at least one rule that is configurable by a first user acting as an administrator, the computer automatically generates the second user configurable link according to at least one rule that is configurable by the first user acting as an administrator, and at least some content is assembled and delivered to at least one user by the web server based at least in part on a profile attributed to at least one user of the system and at least one rule that is configurable by a user acting in the role of an administrator and that applies user profiles to select what content stored on the web server can be viewed by which of the users of the system.",7,,0,C
10606930,9,"9. A system comprising: a server hosting a plurality of configurable applications, wherein: each of the plurality of configurable applications includes content that is stored on the server and that is displayable to users of the system, one of the plurality of configurable applications is a biography application that is managed by the server, the biography application displays biographical information that is received from and that is about the users of the system, at least one of the plurality of configurable applications is generated by the server at least in part based on inputs received from multiple users of the system, and the inputs include at least one of text, graphics, sounds, documents, and multi-media content; a portal through which users of the system are permitted to act in a role of content creator of certain content, wherein: a user acting in the role of content creator may manage business rules to control interaction of the users of the system with the certain content, and each user of the system is permitted to act in the role of content creator at least with respect to a subset of the content returned from the server; a first user configurable link that points to the biography application; and a second user configurable link that points to at least one of the plurality of configurable applications, wherein: the computer automatically generates the first user configurable link according to at least one business rule that is configurable by a first user acting in the role of content creator, the computer automatically generates the second user configurable link according to at least one business rule that is configurable by the first user acting in the role of content creator, at least some content is assembled and delivered to at least one user by the server based at least in part on the application of at least one business rule to at least one user, and at least one business rule is configurable by a user acting in the role of content creator and applies business rules based on other user attributes to select what content stored on the server can be viewed by which of the users of the system.",8,,0,C
10606930,10,"10. A non-transitory computer-readable medium storing instructions comprising: hosting a plurality of configurable applications, wherein: each of the plurality of configurable applications includes content that is displayable to users, one of the plurality of configurable applications is a biography application, and the biography application displays biographical information that is received from and that is about the users; generating at least one of the plurality of configurable applications at least in part based on inputs received from multiple of the users, wherein the inputs include at least one of text, graphics, sounds, documents, and multi-media content; providing a network-accessible portal through which the users are permitted to act in a role of content creator of certain content, wherein: a user acting in the role of content creator may manage business rules to control interaction of the users with the certain content, and each user is permitted to act in the role of content creator at least with respect to a subset of the content returned to the users; hosting a first user configurable link that points to the biography application; hosting a second user configurable link that points to at least one of the plurality of configurable applications; automatically generating the first user configurable link according to at least one business rule that is configurable by a first user acting in the role of content creator; automatically generating the second user configurable link according to at least one business rule that is configurable by the first user acting in the role of content creator; and assembling and delivering at least some content to at least one user based at least in part on the application of at least one business rule to at least one user, and wherein at least one business rule is configurable by a user acting in the role of content creator and applies business rules based on other user attributes to select what content can be viewed by which of the users.",9,,0,C
10606931,1,"1. A system, comprising: one or more storage devices; one or more processors; and a memory comprising program instructions executable by the one or more processors to: store compressed entity information for a plurality of entities in a hierarchical conditional random field model on the one or more storage devices, wherein each entity is represented as an entity node that forms a subtree in the model, wherein mentions associated with each entity are stored as leaf nodes of the respective entity node; wherein each mention is represented in the model as a low-dimensional fixed-width feature vector comprising n features, wherein the feature vectors are compressed according to a locality sensitive hash (LSH) function H that, for a feature vector a, stores a dot product a��h i as the hash of a such that H(a) is an array of dot products of lengt",0,,1,C
10606931,2,"2. The system as recited in claim 1 , wherein the program instructions are further executable by the one or more processors to compute cosine similarity between entity nodes in the model based on the compressed feature vectors.",1,claim 1,0,C
10606931,3,"3. The system as recited in claim 1 , wherein the program instructions are further executable by the one or more processors to add compressed feature vectors to the compressed entity information without requiring the feature vectors to be added to original uncompressed entity information and recompressing the entity information.",2,claim 1,0,C
10606931,4,"4. The system as recited in claim 1 , wherein the program instructions are further executable by the one or more processors to subtract compressed feature vectors from the compressed entity information without requiring the feature vectors to be subtracted from original uncompressed entity information and recompressing the entity information.",3,claim 1,0,C
10606931,5,"5. The system as recited in claim 1 , wherein the program instructions are further executable by at least one of the one or more processors to: determine, based on the compressed entity information, that two entity nodes in the model refer to a same entity; and merge the two entity nodes in the model without requiring the compressed entity information to be decompressed.",4,claim 1,0,C
10606931,6,"6. The system as recited in claim 5 , wherein, to merge the two entity nodes, the program instructions are further executable by the one or more processors to add the compressed feature vectors of the two entity nodes without requiring the compressed entity information to be decompressed.",5,claim 5,0,C
10606931,7,"7. The system as recited in claim 1 , wherein a subtree formed by an entity node has one or more intermediate nodes that organize subsets of the entity's mentions as leaf nodes, wherein the program instructions are further executable by at least one of the one or more processors to: determine, based on the compressed entity information, that an intermediate node of an entity node refers to a different entity; and split the intermediate node from the entity node's subtree in the model to form a new subtree in the model with the intermediate node as the entity node without requiring the compressed entity information to be decompressed.",6,claim 1,0,C
10606931,8,"8. The system as recited in claim 7 , wherein, to split the intermediate node from the entity node's subtree in the model, the program instructions are further executable by the one or more processors to subtract the compressed feature vectors of the intermediate node from the entity node without requiring the compressed entity information to be decompressed.",7,claim 7,0,C
10606931,9,"9. A method, comprising: performing, by a computer system comprising one or more processors: compressing feature vectors representing mentions associated with entities according to a locality sensitive hash (LSH) function H that, for a feature vector a, stores a dot product a��h i as the hash of a such that H(a) is an array of dot products of length n; and storing the compressed feature vectors as compressed entity information for a plurality of entities in a hierarchical conditional random field model on one or more storage devices, wherein each entity is represented as an entity node that forms a subtree in the model, wherein compressed feature vectors representing mentions associated with each entity are stored as leaf nodes of the respective entity n",8,,0,C
10606931,10,"10. The method as recited in claim 9 , further comprising computing cosine similarity between entity nodes in the model based on the compressed feature vectors without decompressing the entity information.",9,claim 9,0,C
10606931,11,"11. The method as recited in claim 9 , further comprising adding a compressed feature vector to the compressed entity information without decompressing the entity information.",10,claim 9,0,C
10606931,12,"12. The method as recited in claim 9 , further comprising subtracting a compressed feature vector from the compressed entity information without decompressing the entity information.",11,claim 9,0,C
10606931,13,"13. The method as recited in claim 9 , further comprising: determining, based on the compressed entity information, that two entity nodes in the model refer to a same entity; and merging the two entity nodes in the model without requiring the compressed entity information to be decompressed.",12,claim 9,0,C
10606931,14,"14. The method as recited in claim 13 , wherein merging the two entity nodes comprises adding the compressed feature vectors of the two entity nodes without requiring the compressed entity information to be decompressed.",13,claim 13,0,C
10606931,15,"15. The method as recited in claim 9 , wherein a subtree formed by an entity node has one or more intermediate nodes that organize subsets of the entity's mentions as leaf nodes, the method further comprising: determining, based on the compressed entity information, that an intermediate node of an entity node refers to a different entity; and splitting the intermediate node from the entity node's subtree in the model to form a new subtree in the model with the intermediate node as the entity node without requiring the compressed entity information to be decompressed.",14,claim 9,0,C
10606931,16,"16. The method as recited in claim 15 , wherein splitting the intermediate node from the entity node's subtree in the model comprises subtracting the compressed feature vectors of the intermediate node from the entity node without requiring the compressed entity information to be decompressed.",15,claim 15,0,C
10606931,17,"17. A non-transitory, computer-readable storage medium storing program instructions that when executed on one or more computers cause the one or more computers to: compress feature vectors representing mentions associated with entities according to a locality sensitive hash (LSH) function H that, for a feature vector a, stores a dot product a��h i as the hash of a such that H(a) is an array of dot products of length n; and store the compressed feature vectors as compressed entity information for a plurality of entities in a hierarchical conditional random field model on one or more storage devices, wherein each entity is represented as an entity node that forms a subtree in the model, wherein compressed feature vectors representing mentions associated with each entity are stored as leaf nodes of the respective entity n",16,,0,C
10606931,18,"18. The non-transitory, computer-readable storage medium of claim 17 , wherein the program instructions when executed further cause the one or more computers to compute cosine similarity between entity nodes in the model based on the compressed feature vectors.",17,claim 17,0,C
10606931,19,"19. The non-transitory, computer-readable storage medium of claim 17 , wherein the program instructions when executed further cause the one or more computers to add a compressed feature vector to the compressed entity information without requiring the feature vector to be added to original uncompressed entity information and recompressing the entity information.",18,claim 17,0,C
10606931,20,"20. The non-transitory, computer-readable storage medium of claim 17 , wherein the program instructions when executed further cause the one or more computers to subtract a compressed feature vector from the compressed entity information without requiring the feature vector to be subtracted from original uncompressed entity information and recompressing the entity information.",19,claim 17,0,C
10606932,1,"1. A method, comprising: receiving, by a server, a hybrid markup language document sent via the Internet; determining, by the server, a boundary in the hybrid markup language document; generating, by the server, a copy of the hybrid markup language document; discarding, by the server, an electronic content that precedes the boundary in the copy of the hybrid markup language document; and generating, by the server, an output file representing a text-to-speech conversion of a remaining electronic content in the copy of the hybrid markup language document occurring after the boundary.",0,,1,C
10606932,2,"2. The method of claim 1 , further comprising scanning the hybrid markup language document to determine the boundary.",1,claim 1,0,C
10606932,3,"3. The method of claim 1 , further comprising generating a stack associated with the hybrid markup language document.",2,claim 1,0,C
10606932,4,"4. The method of claim 1 , further comprising generating a stack associated with the boundary.",3,claim 1,0,C
10606932,5,"5. The method of claim 1 , further comprising tagging the boundary.",4,claim 1,0,C
10606932,6,"6. The method of claim 1 , further comprising demarcating the boundary.",5,claim 1,0,C
10606932,7,"7. The method of claim 1 , further comprising sending the remaining electronic content occurring after the boundary to a text-to-speech system for the text-to-speech conversion.",6,claim 1,0,C
10606932,8,"8. A system, comprising: a hardware processor; and a memory device, the memory device storing instructions, the instructions when executed causing the hardware processor to perform operations, the operations comprising: receiving a hybrid markup language document sent via the Internet; determining a speaker boundary in the hybrid markup language document; generating an electronic copy of the hybrid markup language document; discarding an electronic content that precedes the speaker boundary in the electronic copy of the hybrid markup language document; and generating an output file representing a text-to-speech conversion of a remaining electronic content occurring after the speaker boundary in the electronic copy of the hybrid markup language document.",7,,0,C
10606932,9,"9. The system of claim 8 , wherein the operations further comprise scanning the hybrid markup language document to determine the speaker boundary.",8,claim 8,0,C
10606932,10,"10. The system of claim 8 , wherein the operations further comprise generating a stack associated with the hybrid markup language document.",9,claim 8,0,C
10606932,11,"11. The system of claim 8 , wherein the operations further comprise generating a stack associated with the speaker boundary.",10,claim 8,0,C
10606932,12,"12. The system of claim 8 , wherein the operations further comprise tagging the speaker boundary.",11,claim 8,0,C
10606932,13,"13. The system of claim 8 , wherein the operations further comprise demarcating the speaker boundary.",12,claim 8,0,C
10606932,14,"14. The system of claim 8 , wherein the operations further comprise sending the remaining electronic content occurring after the speaker boundary to a text-to-speech system.",13,claim 8,0,C
10606932,15,"15. A non-transitory memory device storing instructions that when executed cause a hardware processor to perform operations, the operations comprising: receiving a hybrid markup language document sent via the Internet; determining a speaker boundary in the hybrid markup language document; generating an electronic copy of the hybrid markup language document; discarding an electronic content that precedes the speaker boundary in the electronic copy of the hybrid markup language document; and generating an output file representing a text-to-speech conversion of a remaining electronic content occurring after the speaker boundary in the electronic copy of the hybrid markup language document.",14,,0,C
10606932,16,"16. The non-transitory memory device of claim 15 , wherein the operations further comprise scanning the hybrid markup language document to determine the speaker boundary.",15,claim 15,0,C
10606932,17,"17. The non-transitory memory device of claim 15 , wherein the operations further comprise generating a stack associated with the hybrid markup language document.",16,claim 15,0,C
10606932,18,"18. The non-transitory memory device of claim 15 , wherein the operations further comprise generating a stack associated with the speaker boundary.",17,claim 15,0,C
10606932,19,"19. The non-transitory memory device of claim 15 , wherein the operations further comprise tagging the speaker boundary.",18,claim 15,0,C
10606932,20,"20. The non-transitory memory device of claim 15 , wherein the operations further comprise demarcating the speaker boundary.",19,claim 15,0,C
10606933,1,"1. A method of converting a document in a page-image format into a form suitable for an arbitrarily sized display, comprising: deconstructing a document in a page image format into a set of segmented image elements which include lines of text, the lines of text found by: finding bounding boxes corresponding to characters of text; identifying a best match for a first text line; and identifying a next best text line by removing bounding boxes that participated in the best match for the first text line; prior to identifying column boundaries, using statistics about a distribution of horizontal distances between bounding boxes to estimate intercharacter and inter-words spacing; identifying the column boundaries by finding globally optimal maximum likelihood matches of a center of a left side of bounding boxes against a line model; synthesizing the deconstructed document into an intermediate data structure that is convertible into a commercially available format using a process other than optical character recognition; and distilling the intermediate data structure for redisplay by converting the intermediate data structure into a format usable for reflow on an arbitrarily sized display, wherein the intermediate data structure is automatically adaptable at the time of display to constraints of a corresponding display device or circumstance of viewing, and the text of each individual page is formatted for layout and rendered for human readable redisplay, and wherein distilling the intermediate data structure for redisplay in a format usable for reflow on an arbitrarily sized display for each individual page, includes redisplaying the document in human readable format.",0,,1,C
10606933,2,"2. The method of claim 1 , wherein deconstructing the document in a page image into the set of segmented image elements includes at least one of physical segmentation of data and logical segmentation of data.",1,claim 1,0,C
10606933,3,"3. The method of claim 1 , wherein the set of segmented image elements comprises at least one of blocks, words, groups of characters, and groups of non-text characters.",2,claim 1,0,C
10606933,4,"4. The method of claim 1 , wherein synthesizing includes converting non-text image areas, layout properties and segmented image areas into the intermediate data structure.",3,claim 1,0,C
10606933,5,"5. The method of claim 1 , wherein synthesizing the set of segmented image elements into an intermediate data structure includes integrating at least one of bitmapped images in an intelligible display layout and links to non-textual elements.",4,claim 1,0,C
10606933,6,"6. The method of claim 1 , wherein for layout analysis boundary boxes corresponding to characters in running text of the document are used to provide information about the layout of the page needed for the reflowing of the text.",5,claim 1,0,C
10606933,7,"7. The method of claim 1 , wherein distilling the intermediate data structure for redisplay in a format usable for reflow on an arbitrarily sized display for each individual page includes redisplaying the document in at least one of an electronic book format, Internet browsable format and a print format.",6,claim 1,0,C
10606933,8,"8. The method of claim 1 , wherein distilling the intermediate data structure includes converting the stored intermediate data structure into a device specific display format for display.",7,claim 1,0,C
10606933,9,"9. The method of claim 1 , wherein the intermediate data structure is adaptable to at least one of display screen size, page size, resolution, contrast, color and geometry, at the time of display.",8,claim 1,0,C
10606933,10,"10. The method of claim 1 further including: obtaining a collection of bounding boxes corresponding to connected components of the text; and finding text lines using the collection of bounding boxes by application of a branch and bound algorithm that finds maximum likelihood matches against text line models, wherein after a text line is found, the bounding box that bounds all the connected components that participated in the match is determined and all other connected components within that bounding box are assigned to the same text line, and wherein the bounding boxes and their spatial arrangement identify a rotation and skew, column boundaries, and tokens for token-based compression, reading order and/or how the text flows between different parts of the layout.",9,claim 1,0,C
10606933,11,"11. The method of claim 1 , wherein the intermediate data structure includes special image elements that are not extracted from the document, but are created as tagged or untagged elements, such special image elements are inserted into the intermediate data structure in an order that defines the desired functions and properties of other image elements, wherein a particular special image element includes a blank that represents a space between two words, and wherein special non-image markers, are inserted into the intermediate data structure so that functions and properties of at least some of the image elements are inferred from their relative position with respect to the markers within the intermediate data structure.",10,claim 1,0,C
10606933,12,"12. A system of converting a document in a page-image format into a form suitable for an arbitrarily sized display, comprising: an input/output device; a controller; a deconstructing device that deconstructs a document; a synthesizing device that synthesizes the deconstructed document into an intermediate data structure that is convertible into a commercially available format using a process other than optical character recognition; a distilling device that distills the intermediate data structure for redisplay by converting the intermediate data structure into a format usable for reflow on an arbitrarily sized display, the intermediate data structure being automatically adaptable at the time of display to constraints of the arbitrarily sized display; and a non-transitory memory, wherein: the deconstructing device first deconstructs the document in a page image format into non-text image areas, layout properties, and a set of compressed segmented image elements which include lines of text, and a column boundary, the lines of text found by: finding bounding boxes corresponding to characters of text; identifying a best match for a first text line; and identifying a next best text line by removing bounding boxes that participated in the best match for the first text line; the column boundary found by: prior to identifying the column boundary, using statistics about a distribution of horizontal distances between bounding boxes to estimate intercharacter and inter-words spacing; and identifying the column boundary by finding globally optimal maximum likelihood matches of a center of a left side of bounding boxes against a line model; the synthesizing device then synthesizes the non-text image areas, the layout properties, and the set of segmented image elements into the intermediate data structure using a process other than optical character recognition; and the distilling device then distills the intermediate data structure for redisplay in the format usable for reflow on an arbitrarily sized display, the text of each individual page being formatted for layout and rendered for display, wherein distilling the intermediate data structure for redisplay in a format usable for reflow on an arbitrarily sized display for each individual page, includes redisplaying the document in human readable format.",11,,0,C
10606933,13,"13. The system of claim 12 , wherein the deconstructing device deconstructs the document in a page image format into the set of segmented image elements that includes at least one of physical segmentation of data and logical segmentation of data.",12,claim 12,0,C
10606933,14,"14. The system of claim 12 , wherein the intermediate data structure includes at least one of bitmapped images in an intelligible display layout and links to non-textual elements.",13,claim 12,0,C
10606933,15,"15. The system of claim 12 , wherein the distilling device distills the intermediate data structure for redisplay of the document in a format usable for reflow on an arbitrarily sized display for each individual page includes redisplaying the document in at least one of an electronic book format, Internet browsable format, and a print format, wherein for layout analysis bounding boxes corresponding to characters in running text of the document are used to provide information about the layout of the page needed for the reflowing of the text.",14,claim 12,0,C
10606933,16,"16. The system of claim 12 , wherein the distilling device converts the stored intermediate data structure into a device specific display format for display.",15,claim 12,0,C
10606933,17,"17. The system of claim 12 , wherein the intermediate data structure is adaptable to at least one of display screen size, paper size, resolution, contrast, color and geometry, at the time of display.",16,claim 12,0,C
10606933,18,"18. The system of claim 12 , wherein the deconstructing device analyzes page layout and converts a sequence of page images into a sequence of document element images captured in a tagged format while maintaining pagination; and the distilling device converts the tagged format into at least one of an electronic book format, an Internet browsable format that can accept images and a print format.",17,claim 12,0,C
10606933,19,"19. The system of claim 18 , wherein the tagged format preserves at least one of reading order and logical page layout properties for each individual page of the document.",18,claim 18,0,C
10606933,20,"20. The system of claim 12 , wherein the deconstructing device includes a segmentation algorithm and a background structure analyzer.",19,claim 12,0,C
10606933,21,"21. A method for document image layout deconstruction and redisplay comprising: inputting a document to provide the document in a page image format, wherein the document is represented as page images, including being represented as at least one of bi-level images, gray-scale images, and color images; finding lines of text by: finding bounding boxes corresponding to characters of text; identifying a best match for a first text line; and identifying a next best text line by removing bounding boxes that participated in the best match for the first text line; finding a column boundary by: first, using statistics about a distribution of horizontal distances between bounding boxes to estimate intercharacter and inter-words spacing; and second, identifying the column boundary by finding globally optimal maximum likelihood matches of a center of a left side of bounding boxes against a line model; analyzing an image file in the page image format to identify text image areas and non-text image areas, wherein text image areas include at least one of blocks, columns, the lines of text, words, and the characters of text, and wherein non-text area images include at least one of illustrations, figures, graphics, line-art, photographs, handwriting, footnotes, and signatures; locating and isolating the identified text image areas and non-text image areas, wherein locating and isolating of the text image areas include at least one of locating and isolating a baseline and a top-line of each text line image, wherein the isolated line regions are modeled as line segments that run from one end of the text line image to another; selecting the isolated text image areas for further processing, wherein text line regions of the selected text image areas are located and isolated and layout properties of the selected text image areas are determined, wherein the layout properties include at least one of indentation, left and/or right justification, centering, hyphenation, and proximity to figures, and wherein layout properties include at least one of type size and typeface-family properties that indicate a function of the text within the page images; further processing the located text line regions into a set of segmented image elements; reading the segmented image elements and basic textual elements of the segmented image elements; locating and isolating the basic textual elements which include at least one of words, numbers, dates, proper names, bibliographic references, and references to figures, wherein the basic textual elements become basic image units which are configured to be reflowed and reconstructed, wherein each segmented image element is labeled with a position relative to the baseline of the text lines, wherein when the text lines are reflowed, a reconstructed baseline is referred to when placing corresponding segmented image elements so the segmented image elements appear to share a newly constructed baseline; labeling the set of segmented image elements with a baseline relative position; synthesizing the segmented image elements into an intermediate data structure; storing in memory the intermediate data structure to retain data in an intermediate format, wherein the intermediate data structure contains all information required to support the reflowing and reconstruction of the image elements of a page to be redisplayed; distilling data of the stored intermediate data structure to convert the data of the intermediate data structure into a device specific display format, wherein the stored intermediate data structure is automatically adaptable to constraints of a particular device specific display format at the time of display; and redisplaying the distilled data in human readable format.",20,,0,C
10606933,22,"22. The method according to claim 21 wherein at least one of the non-text image areas, compressed non-text image areas, the set of representative compressed image tokens, the segmented image elements and the layout characteristics are synthesized into the intermediate data structure.",21,claim 21,0,C
10606933,23,"23. The method according to claim 21 wherein the intermediate data structure contains a tagged list containing references to every textual and non-textual image element that are proximate to or references by textual image element as well as layout characteristics including at least one of indentation, hyphenation.",22,claim 21,0,C
10606933,24,"24. The method of claim 21 , wherein the intermediate data structure includes special image elements that are not extracted from the document, but are created as tagged or untagged elements, such special image elements are inserted into the intermediate data structure in an order that defines the desired functions and properties of other image elements, wherein a special image element includes a blank that represents a space between two words, and wherein special non-image markers, are inserted into the intermediate data structure so that functions and properties of at least some of the image elements are inferred from their relative position with respect to the markers within the intermediate data structure.",23,claim 21,0,C
10606934,1,"1. A computing device comprising: an electronic paper display; a processor; and a memory coupled to the processor, the memory having stored thereon platform software and application software for at least one application that includes UI elements not adapted for display on an electronic paper display, and wherein the platform software comprises a UI conversion module comprising device-executable instructions, which when executed by the processor, cause the processor to: access a UI element tree for the application; determine that the electronic paper display does not support an interaction corresponding to a first UI element type in response to determining that the electronic paper display does not support an interaction corresponding to the first UI element type, generate a modified UI element tree for the application by greying out a first UI element of the first UI element type that corresponds to the interaction that is not supported by the electronic paper display and support modifying display parameters of a second UI element based on a visual property of the electronic paper display; and render data from the application using the modified UI element tree for display on the electronic paper display; wherein the electronic paper display is a multi-stable display that reflects light.",0,,1,C
10606934,2,"2. The computing device according to claim 1 , wherein the platform software further comprises device-executable instructions, which when executed by the processor, cause the processor to: output the data rendered using the modified UI tree to the electronic paper display.",1,claim 1,0,C
10606934,3,"3. The computing device according to claim 1 , further comprising: a detachable portion comprising the electronic paper display.",2,claim 1,0,C
10606934,4,"4. The computing device according to claim 3 , wherein the detachable portion further comprises: a power source; a display data store arranged to store a set of inter-related re-rendered UI images for the application generated by the UI conversion module; and a processor arranged to select and display one of the stored re-rendered UI images on the electronic paper display.",3,claim 3,0,C
10606934,5,"5. The computing device according to claim 3 , wherein the detachable portion further comprises: a user input device; and wherein processor is arranged to select and display one of the re-rendered UI images on the electronic paper display in response to an input received via the user input device.",4,claim 3,0,C
10606934,6,"6. The computing device according to claim 1 , wherein the modified UI element tree is generated based on characteristics of the electronic paper display.",5,claim 1,0,C
10606934,7,"7. The computing device according to claim 6 , wherein the characteristics comprise one or more of: dynamic range; resolution; update rate; aspect ratio and input sensing capabilities.",6,claim 6,0,C
10606934,8,"8. The computing device according to claim 1 , wherein the modified UI element tree is generated by re-styling the second UI element dependent upon interactivity provided by the electronic paper display.",7,claim 1,0,C
10606934,9,"9. The computing device according to claim 1 , wherein the modified UI element tree is generated by expanding a view of the application to display to remove a scroll bar and using a pagination strategy to create a plurality of re-rendered UI images from the expanded view.",8,claim 1,0,C
10606934,10,"10. The computing device according to claim 9 , wherein the plurality of re-rendered UI images are partially overlapping.",9,claim 9,0,C
10606934,11,"11. The computing device according to claim 1 , wherein the modified UI element tree is generated by capturing a navigable set of data from the application and using a pagination strategy to create a plurality of re-rendered UI images from the captured data.",10,claim 1,0,C
10606934,12,"12. The computing device according to claim 1 , wherein the platform software further comprises device-executable instructions, which when executed by the processor, cause the processor to: cache the data rendered using the modified UI tree in a display data store for subsequent display on the electronic paper display.",11,claim 1,0,C
10606934,13,"13. The computing device according to claim 1 , wherein the UI conversion module further comprises device-executable instructions, which when executed by the processor, cause the processor to: check if the rendered data satisfies a target rendering fidelity; and in response to determining that the rendered data does not satisfy the target rendering fidelity, to further modify the UI element tree for the application and re-render the data from the application using the further modified UI element tree.",12,claim 1,0,C
10606934,14,"14. The computing device according to claim 1 , wherein the platform software further comprises device-executable instructions, which when executed by the processor, cause the processor to: generate a signal to trigger generation of the modified UI element tree by the UI conversion module.",13,claim 1,0,C
10606934,15,"15. The computing device according to claim 14 , wherein the signal is generated in response to a user input or in response to a change in state or anticipated change in state of the computing device.",14,claim 14,0,C
10606934,16,"16. A method of generating data for display on an electronic paper display, the data relating to an application that includes UI elements not adapted to for display on an electronic paper display and the method comprising: accessing a UI element tree for the application; determine that the electronic paper display does not support an interaction corresponding to a first UI element type; in response to determining that the electronic paper display does not support an interaction corresponding to the first UI element type, generating a modified UI element tree for the application by greying out a first UI element of the first UI element type that corresponds to the interaction that is not supported by the electronic paper display and modifying display parameters of a second UI element based on a visual property of the electronic paper display; and rendering data from the application using the modified UI element tree for display on the electronic paper display; wherein the electronic paper display is a multi-stable display that reflects light.",15,,0,C
10606934,17,"17. The method according to claim 16 , further comprising: outputting the data rendered using the modified UI tree to the electronic paper display.",16,claim 16,0,C
10606934,18,"18. The method according to claim 16 , wherein generating a modified UI element tree for the application comprises: re-styling the second UI element dependent upon interactivity provided by the electronic paper display; and expanding a view of the application to display to remove an interactive control and processing the expanded view to create a plurality of re-rendered UI images from the expanded view.",17,claim 16,0,C
10606934,19,"19. A computing device comprising: a processor; and a memory arranged to store compiler software and application software for at least one application that includes UI elements not adapted for display on an electronic paper display, and wherein the compiler software comprises a UI conversion module comprising device-executable instructions, which when executed by the processor, cause the processor to: access a UI element tree for the application; determine that the electronic paper display does not support an interaction corresponding to a first UI element type; in response to determining that the electronic paper display does not support an interaction corresponding to the first UI element type, generate a modified UI element tree for the application by greying out a first UI element of the first UI element type that corresponds to the interaction that is not supported by the electronic paper display and modifying display parameters of a second UI element based on a visual property of the electronic paper display; and store the modified UI element tree for use in rendering data from the application for display on the electronic paper display; wherein the electronic paper display is a multi-stable display that reflects light.",18,,0,C
10606935,1,"1. A system for transforming a website for dynamic web content management, said system comprising: a dynamic web content management system comprising a server; a web content library stored and managed in memory of the dynamic web content management system; a network interface for communicating via a network; the dynamic web content management system being programmed to: receive identification of elements of a number of pages of a static website that define a number of presentation templates, wherein a number of presentation templates are defined, each corresponding to a different page of the static website, and wherein identification of said elements includes a number of boxes drawn on a display of a page of the static website by a user to define a specific presentation template; receive identification of web content items of the static website that are to be under dynamic web content management; store said number of presentation templates and said content items in the web content library in association with a number of navigation nodes, each navigation node identifying a corresponding presentation template on which a corresponding web content item is to be displayed; and present a dynamic version of the static website using the web content library.",0,,1,C
10606935,2,"2. The system of claim 1 , further comprising, in the web content library, a number of hyperlinks that each link to a corresponding navigation node stored in the web content library.",1,claim 1,0,C
10606935,3,"3. The system of claim 1 , further comprising, in said web content library, a number of web content components that each further define a corresponding content item.",2,claim 1,0,C
