,username,followers,following,work_raw,education_raw
1890,@adrianwebb78,1,2,,
1891,@m31k3r,1,9,,
1892,@irshaid,3,64,"Startup Founder, Marketing",
1893,@calebkramer,3,1,,
1894,@ssstofff,12,12,"UI/UX Design, Data",
1895,@sulaimani4ever,0,1,Education,
1896,@remkodijksma,4,13,,
1897,@ronald,37,37,"Web Dev, Software Dev, Startup Founder",
1898,@mfrezz,11,7,"Startup Founder, Marketing, Ecommerce",Master's Degree
1899,@nerdynomads,0,4,,
1900,@craig,3,6,Startup Founder,"High School, Bachelor's Degree"
1901,@togume,4,3,Startup Founder,
1902,@meijibowbow,2,2,Startup Founder,
1903,@yeahoffline,0,9,,
1904,@fadeke,14,24,Startup Founder,
1905,@r_vivant,2,4,,
1906,@vaidas,2,11,,
1907,@rosina,8,40,,
1908,@flurincoretti,0,8,,
1909,@marc,429,57,"Web Dev, Software Dev, UI/UX Design, Startup Founder, Creative, Fitness, SaaS","High School, Bachelor's Degree"
1910,@smilingbaba,0,3,,
1911,@mpme,5,5,Startup Founder,
1912,@alviankarnivall,2,2,,
1913,@wwoessi,1,8,"Mobile Dev, Startup Founder",
1914,@itsmatthieu,1,3,,
1915,@ireade,25,7,"Web Dev, Software Dev, UI/UX Design","High School, Bachelor's Degree, Master's Degree"
1916,@pugson,77,41,"Web Dev, Software Dev, UI/UX Design, SaaS",
1917,@fpietot,13,8,Startup Founder,
1918,@wattson12,1,12,,
1919,@njo,8,11,"Startup Founder, Data",
1920,@toorschot,3,4,,
1921,@derekmurphy,21,30,,
1922,@bobz_zg,2,7,"Web Dev, Crypto, Fitness, Sports",
1923,@stacey,17,21,Startup Founder,
1924,@alicroft,4,10,,
1925,@samuelberthe,9,4,,
1926,@aaronfreed,4,3,,
1927,@dino73uk,3,1,,
1928,@phx,1,2,,
1929,@bugtank,19,29,Crypto,
1930,@smfeng,4,10,Law,
1931,@luka,0,3,,
1932,@vfonic,16,26,"Web Dev, Software Dev, Mobile Dev, UI/UX Design, Crypto, Fitness, Ecommerce, SaaS",Master's Degree
1933,@jessed,1,3,Web Dev,
1934,@whatthezach,19,18,,
1935,@adrianleb,16,22,,
1936,@antonela,8,18,,
1937,@petermarpaung,0,2,Startup Founder,
1938,@laurentlebihan,1,3,Startup Founder,
1939,@hzambianco,0,1,Marketing,
1940,@matiasow,8,5,Startup Founder,
1941,@bianca_joswiak,6,8,Marketing,
1942,@henleyco,4,11,,
1943,@mnlfrgr,21,29,,
1944,@michaeljscott,1,1,,
1945,@ankitgoel,10,16,Software Dev,
1946,@azamatsmith,7,3,Startup Founder,
1947,@hellovijayr,0,2,,
1948,@seanparkross,12,27,,
1949,@neosilky,102,6,"Web Dev, Software Dev","High School, Bachelor's Degree, Master's Degree"
1950,@gilesadamthomas,5,8,,
1951,@k08as,2,3,,
1952,@rasmuskroner,2,9,,
1953,@raoul,1,2,"UI/UX Design, Creative",
1954,@rajasimon,5,13,,
1955,@sachitgupta,1,2,,
1956,@borg_siborg77,0,2,,
1957,@jchck,19,13,,
1958,@yamilurbina,3,4,,
1959,@dominikvacikar,15,44,Startup Founder,
1960,@afvso,4,2,,
1961,@franvera,4,3,"Software Dev, Mobile Dev, Startup Founder, SaaS",
1962,@ryan129,1,2,,
1963,@caseycaruso,1,2,,
1964,@dennisvdheijden,1,3,,
1965,@mickvanwijk,1,4,,
1966,@jthomasburgess,0,2,,High School
1967,@tijn,3,3,,
1968,@desmondo,9,16,"Web Dev, Software Dev, Startup Founder",
1969,@pjb,16,21,,
1970,@gertburger,1,1,,
1971,@svenbergryen,5,12,,
1972,@jchatard,2,8,,
1973,@dmjuanpablo,0,1,,
1974,@sergiosa_la,34,26,"UI/UX Design, Creative, Blogging, Fitness, Community, Marketing, Geo, Sports, Architecture",Bachelor's Degree
1975,@meredal,1,2,Software Dev,
1976,@scdude,4,3,Startup Founder,
1977,@philcampbell,15,36,,
1978,@hipster_code,8,9,,
1979,@almccann,6,7,Startup Founder,
1980,@holamendi,7,14,"Web Dev, Software Dev",High School
1981,@gregoirejohnb,8,3,Startup Founder,
1982,@menjxo,5,20,,
1983,@oo_shero,9,7,"VR Dev, Startup Founder",
1984,@michael557,2,2,,
1985,@kuka6ix,1,2,,
1986,@danielmeade,8,10,"Software Dev, UI/UX Design, Startup Founder",
1987,@maxpogorelov,2,4,,
1988,@adrien,1,8,,
1989,@niekvolkert1,0,1,,
1990,@reef,0,2,,
1991,@gabriel__lewis,54,43,Startup Founder,
1992,@thetiwi,34,128,Startup Founder,
1993,@jpleboeuf,18,27,Startup Founder,
1994,@paolorovella,4,7,,
1995,@taskett,18,17,,Bachelor's Degree
1996,@skatkov,51,41,Startup Founder,
1997,@richardmaseles,1,2,,
1998,@faun,10,42,,
1999,@egojab,11,6,,
2000,@mrtnzlml,9,9,"Web Dev, Software Dev, Mobile Dev",Master's Degree
2001,@flowen,121,66,"Web Dev, UI/UX Design, Creative",Bachelor's Degree
2002,@yesiamjo,1,3,,
2003,@kyle,1,1,,
2004,@ivankreimer,25,45,"Startup Founder, Marketing",
2005,@refuseillusion,4,4,"Web Dev, Crypto",High School
2006,@evamamartin,4,6,"Data, Marketing",
2007,@dirceutiegs,7,14,,
2008,@seanehalpin,5,8,,
2009,@dimqen,16,24,Startup Founder,
2010,@timbeiko,19,10,,
2011,@miguelmgs84,0,2,,
2012,@auggod,0,2,,
2013,@mlstotts,8,7,Marketing,
2014,@krompson,13,10,Blogging,
2015,@steviezollo_twitter,4,3,,
2016,@bruels,8,3,Startup Founder,
2017,@twahlin,16,17,,
2018,@musolek,10,12,"Startup Founder, Marketing",
2019,@haydenjameslee,24,9,VR Dev,
2020,@jonathanchester,17,8,Support,
2021,@niv,127,29,,
2022,@nathanaelkhodl,11,11,"Web Dev, UI/UX Design, Game Dev, Startup Founder, Crypto, Product Manager, Creative, Coach, Data, Community, SaaS, Sports",Bachelor's Degree
2023,@andreaspizsa,6,13,"Web Dev, Software Dev, Game Dev, Startup Founder, Product Manager",
2024,@thetwopct,67,18,"Web Dev, Software Dev, Startup Founder, Crypto, Creative, Blogging, Fitness, Community, Marketing, Sales, Ecommerce, SaaS",Bachelor's Degree
2025,@serdarbuhan,1,4,,
2026,@iamlasse,1,2,Startup Founder,
2027,@bosco,3,8,,
2028,@ptacekmi,12,8,Startup Founder,
2029,@emilwallner,32,18,"Startup Founder, Education",
2030,@laurentsenta,8,10,,
2031,@dr_dimaka,6,8,Software Dev,
2032,@richardsondx,8,9,"Web Dev, Software Dev, Mobile Dev, UI/UX Design, Game Dev, Startup Founder, Crypto, Product Manager, Creative, Journalism, Blogging, Marketing, Hospitality","High School, Bachelor's Degree"
2033,@marianojmiguel,15,29,,
2034,@mayeu,2,6,"Web Dev, Software Dev, Startup Founder, Blogging, Coach, Community, SaaS",Master's Degree
2035,@n3,0,6,,
2036,@timgrahl,8,2,,
2037,@william,1,17,,
2038,@kumarovski,21,13,,
2039,@andrewc,0,2,,
2040,@derviskilic,1,5,Marketing,
2041,@marc_dsouza,7,6,Fitness,
2042,@katehuentelman,0,2,,
2043,@levelsio,2182,353,"Software Dev, Startup Founder, Creative","High School, Bachelor's Degree, Master's Degree"
2044,@khanov,7,15,Startup Founder,
2045,@sohantanna,2,2,,
2046,@camrabier,22,59,"Startup Founder, Product Manager, Marketing",Master's Degree
2047,@apthnz,1,4,,
2048,@jamesfarr99520,0,4,,
2049,@kaspernymand,0,2,,
2050,@isulzi,4,2,,
2051,@javikin,1,2,,
2052,@sean_oliver,2,9,,
2053,@fredperrotta,59,33,Startup Founder,
2054,@kugelfranz,0,2,,
2055,@mikaelbjors,0,2,,
2056,@tsunamipr,2,1,Marketing,
2057,@florianbuerger,16,15,"Software Dev, Mobile Dev, UI/UX Design",
2058,@wakkos,7,7,Software Dev,
2059,@kristian,97,440,"Web Dev, Software Dev, Creative, Community",
2060,@theblakemoore,17,28,Marketing,
2061,@pimterry,21,21,,
2062,@jackhoge,3,2,,
2063,@jakerichards,10,27,,
2064,@dan_e_gray,9,6,"Finance, Product Manager, Journalism, Blogging, Community, Marketing",
2065,@flyingscottie,12,11,Coach,
2066,@holdsworthtimmy,3,11,,
2067,@fredrivett,61,20,"Web Dev, Startup Founder, Creative, SaaS",High School
2068,@einancunlu,1,4,UI/UX Design,
2069,@adieuadieu,7,3,Software Dev,
2070,@sarah,6,8,,
2071,@mikenorth,49,27,"Software Dev, Startup Founder",
2072,@ngfar,1,2,,
2073,@elxavicio,13,4,,
2074,@rebecca,28,26,Startup Founder,
2075,@fabsays,16,7,Startup Founder,
2076,@mevtho,0,4,,
2077,@ashleyporciuncula,12,12,"UI/UX Design, Creative",
2078,@milachervenkova,2,9,"Blogging, Marketing",
2079,@hfauq,25,18,"UI/UX Design, Product Manager, Marketing",Master's Degree
2080,@mrjeremyblaze,30,63,"Web Dev, UI/UX Design, Startup Founder, Politics, Creative, SaaS",High School
2081,@hodaraadam,44,25,,
2082,@alain1405,4,4,,
2083,@arintoker,14,23,,
2084,@pixel,85,211,"Web Dev, Software Dev, Mobile Dev, UI/UX Design, Game Dev, Creative","High School, Bachelor's Degree"
2085,@glendc,2,5,,
2086,@kristjanroosild,0,5,,
2087,@4keq6ay02,0,3,,
2088,@hyavuz120,3,2,,
2089,@ky,4,5,"Web Dev, Software Dev, Mobile Dev, Startup Founder, Product Manager",Master's Degree
2090,@grum,59,23,"Creative, Community, Support",
2091,@abr_gnz,5,9,Startup Founder,
2092,@astridaml,0,2,Blogging,
2093,@mehmet,4,8,,
2094,@julienjung,0,2,,
2095,@localjo,13,9,"Web Dev, Software Dev, UI/UX Design, Community","High School, Bachelor's Degree"
2096,@bvdbijl,7,13,,
2097,@madebysan,11,24,"UI/UX Design, Startup Founder, Product Manager, SaaS",
2098,@zegreengeekette,4,1,Blogging,
2099,@alessiofedrizzi,6,9,,
2100,@ciandreamy,5,3,,
2101,@pbmarcano91,5,9,,
2102,@mrkoio,4,14,"UI/UX Design, Startup Founder, Crypto, Politics, Creative, Fitness, Community, Sales",
2103,@kalitherapy,29,25,,
2104,@gietema,7,14,,
2105,@tomaslau,145,466,"Startup Founder, Finance, Education, Creative, Blogging, Fitness, Marketing, Sales, Ecommerce, SaaS, Sports",
2106,@han108,0,1,"Startup Founder, Creative",
2107,@saniyusuf,20,7,"Web Dev, Software Dev, Mobile Dev, Startup Founder, Education, Blogging, Coach, Sports",Bachelor's Degree
2108,@de_wmpdeboer,0,2,,
2109,@gcg,1,4,"Software Dev, Mobile Dev, Startup Founder",
2110,@hi,36,49,,
2111,@collapsedetica,2,2,,
2112,@boutetnico,8,7,,
2113,@b_ray,1,6,,
2114,@hamedbehravan,0,1,"Software Dev, Journalism",
2115,@shoinwolfe,56,11,Startup Founder,
2116,@jeremy,10,16,"Startup Founder, Data, Marketing, Ecommerce, Sports",Master's Degree
2117,@allbombs,17,34,"Startup Founder, Marketing",
2118,@b123400,9,12,,
2119,@riyadhalnur,7,5,,
2120,@mxstbr,178,34,Software Dev,
2121,@theprivileges,5,12,Web Dev,
2122,@patrick,17,12,"UI/UX Design, Crypto, Creative, Blogging, Community, Geo",
2123,@jsanzloz,9,12,,
2124,@manabu,4,5,,
2125,@musnit,0,4,,
2126,@druh_opryshok,8,22,Marketing,
2127,@samshull,6,2,,
2128,@syneryder,2,6,"Software Dev, Startup Founder, Creative, Ecommerce",Bachelor's Degree
2129,@pr0fess0r,1,1,Software Dev,
2130,@hennessy808,4,8,,
2131,@marchurley,3,7,,
2132,@mattb,0,2,Product Manager,
2133,@hyobii,2,1,,
2134,@chrisdengso,6,32,,
2135,@joefromboston,12,21,,
2136,@oskarth,49,16,,
2137,@seruda,12,19,,
2138,@nderkach,4,10,"Software Dev, Mobile Dev, Startup Founder",Master's Degree
2139,@paulyc1992,0,1,,
2140,@zerocatch,4,2,Mobile Dev,
2141,@bigbeka,0,1,,
2142,@gtmcknight,34,27,"Web Dev, UI/UX Design, Startup Founder, Product Manager, SaaS, Architecture","High School, Bachelor's Degree"
2143,@katekendall,2,15,,
2144,@presentday,3,4,"UI/UX Design, Journalism",
2145,@xaviercobos,0,1,,
2146,@johan44co,1,1,,
2147,@maikumori,0,2,,
2148,@independentian,19,19,,
2149,@komocode,5,5,,
2150,@karim,1,2,Startup Founder,
2151,@pierrickgt,15,32,"Web Dev, Crypto",Bachelor's Degree
2152,@jaschaio,9,20,Startup Founder,
2153,@nateberkopec,46,3,,
2154,@jpmerritt,1,3,Software Dev,
2155,@radmirm_,1,2,"UI/UX Design, Fitness",
2156,@mahmoudilyan,2,1,,
2157,@rafmanship,2,9,"UI/UX Design, Startup Founder",
2158,@bjorgvin_,1,1,,
2159,@agusburgos,0,1,,
2160,@sadovnychyi,2,2,,
2161,@jruse,2,2,,
2162,@sarbogast,4,2,"Software Dev, Mobile Dev, Startup Founder",
2163,@remoddy,0,0,,
2164,@odedharth,8,8,,
2165,@victorfigol,8,0,Crypto,
2166,@mac,2,3,,
2167,@wesleyhivesource,8,9,Startup Founder,
2168,@troggy,0,2,,
2169,@eammilsom,0,3,,
2170,@shakespeare,0,0,,
2171,@maurogo,0,1,,
2172,@debg,0,0,,
2173,@kaleiwhite,0,0,Marketing,Bachelor's Degree
2174,@sdullink,0,2,,
2175,@chinnster,0,1,,
2176,@adamq_q,2,3,,
2177,@zegodoy,0,0,,
2178,@alepollock,0,0,,
2179,@zsoltee,1,1,,
2180,@loopback,0,1,,
2181,@dessert,1,1,,
2182,@hbayati01,0,0,,
2183,@altman,1,0,,
2184,@bernardette,0,0,"Web Dev, Creative, Marketing",Master's Degree
2185,@paulgosnell,5,12,"Web Dev, Software Dev, Startup Founder",
2186,@deepen,0,0,,
2187,@silvanazavala,0,1,,
2188,@liv,64,37,"Startup Founder, Data",
2189,@malinda,1,0,,
2190,@beingfzn,4,4,,
2191,@mail051,0,0,,
2192,@crcn,1,0,,
2193,@ricardomolina,0,0,,
2194,@oahourai,2,6,,
2195,@bryanjschaaf,0,0,"Education, Medical, Politics, Journalism, Blogging, Community",Master's Degree
2196,@mrjjwilson,2,4,,
2197,@nicolekelner,39,7,Startup Founder,
2198,@thomfriedr,0,0,,
2199,@therealnaum,0,0,,"High School, Bachelor's Degree"
2200,@kevinianallen,0,0,,
2201,@szehueiyek,0,0,,
2202,@karimii,4,3,"Startup Founder, Education",
2203,@ktran03,2,6,Mobile Dev,
2204,@kaefergeneral,0,0,,
2205,@nikv,23,39,"Web Dev, Startup Founder",
2206,@tommyjp,3,1,,
2207,@violet_summersby,0,0,,
2208,@justan0therdave,4,15,Startup Founder,
2209,@miked,0,0,,
2210,@egonz,1,0,"Software Dev, Mobile Dev, Startup Founder, Product Manager",Master's Degree
2211,@hjunkim,0,0,,
2212,@liamdillon,1,1,"Product Manager, Marketing",
2213,@marinagalayb,0,0,,
2214,@orkun,0,0,,
2215,@locateale,0,0,,
2216,@2ejazahmed,3,7,,
2217,@lsanarg,2,5,,
2218,@keiran,7,8,,
2219,@tiagovdt,0,2,Startup Founder,
2220,@jowilki,0,0,,
2221,@giozzi,1,1,,
2222,@tuesdaygroup,0,1,,
2223,@joe_cox,0,0,,
2224,@giorgio_zampa,1,1,,
2225,@becky,0,0,,
2226,@roconnor661,0,0,,
2227,@stollz,0,0,,
2228,@evolvinghumand,2,1,Support,
2229,@miikahannila,2,4,,
2230,@orteipps,1,0,,
2231,@briannphan,4,13,,
2232,@bryanaka,1,0,,
2233,@primateer,0,0,,
2234,@shaked,23,29,,
2235,@unfaked_me,2,5,,
2236,@julietlab,0,0,Finance,Master's Degree
2237,@arve,0,0,,
2238,@pri143u,2,4,,
2239,@avoapp,1,5,,
2240,@pete,1,0,,
2241,@mossaliciab,1,0,,
2242,@basfluijt,1,0,,
2243,@dennissiller,0,0,"UI/UX Design, Education",
2244,@hsmoi,0,0,"Startup Founder, Creative, Journalism, Blogging, Marketing, Sales, Architecture","High School, Bachelor's Degree"
2245,@alexisborgeshh,0,0,,
2246,@luke_harvey,3,4,,
2247,@greyglass,0,1,,
2248,@modulos,0,0,,
2249,@benguild,25,7,,
2250,@paulaborowska,28,14,Blogging,
2251,@theotherone,0,0,"Web Dev, Software Dev, UI/UX Design, Data",Bachelor's Degree
2252,@jescalan,21,17,,
2253,@adammo,0,0,,
2254,@thierryroget,1,0,,
2255,@roms12,0,0,,
2256,@ytspar,62,40,,
2257,@abitharackal,0,0,,
2258,@jyarnallschane,3,3,Startup Founder,
2259,@thecocoanomad,12,6,Startup Founder,
2260,@lucialucha,0,6,,
2261,@jbanse3,4,10,,
2262,@jumponweb,2,4,"Data, Marketing",
2263,@hannakruusi,0,0,,
2264,@amirrafiepour,0,1,,
2265,@briac,1,3,"Startup Founder, Data, Marketing",
2266,@yalozhkin,2,1,,
2267,@elcandor,0,0,,
2268,@keithbaumwald,1,2,Marketing,
2269,@avizcarrondo,0,0,,
2270,@andrewhutton,0,1,,
2271,@turchaninovulian,0,0,,
2272,@dannyholtschke,2,1,Startup Founder,
2273,@fcohen,3,2,,
2274,@artofbryce,0,0,,
2275,@sunduslive,0,2,,
2276,@jordantheleast,2,3,UI/UX Design,
2277,@lisarobynkeown,0,0,"Web Dev, Blogging",
2278,@cetitania,2,2,,
2279,@carlescampos,0,2,"Software Dev, Startup Founder, Data, SaaS",
2280,@bitnoorikeum,0,1,,
2281,@felixcj,5,22,,
2282,@heidar,7,2,Startup Founder,
2283,@riterrani,0,1,Software Dev,
2284,@sean_c,8,1,,
2285,@charlierguo,28,7,,
2286,@dream,0,1,"Web Dev, Creative",
2287,@corc02119307,0,0,,
2288,@amyeee,6,6,Software Dev,
2289,@dakotasmurray,5,8,,
2290,@philipithomas,3,1,"Software Dev, Startup Founder, Data, SaaS",
2291,@pworthey007,0,0,,
2292,@alaasdk,0,3,,
2293,@henningtegen,0,0,,
2294,@niluspc,6,15,,
2295,@marcochavezf,2,5,Startup Founder,
2296,@puhfister,0,0,"Mobile Dev, Game Dev",
2297,@belle_88,1,0,,
2298,@knocte,0,1,"Software Dev, Mobile Dev, Crypto",Master's Degree
2299,@ryanleroux,5,11,,
2300,@jaybuild100k,2,7,Marketing,
2301,@empireflippers,64,16,,
2302,@kristo,2,3,Startup Founder,
2303,@buizachristina,9,5,"Startup Founder, Marketing",
2304,@bruno706,0,2,"Web Dev, Startup Founder, Finance, Product Manager, Education, Creative, Journalism, Blogging, Coach, Marketing, Sales, Ecommerce",High School
2305,@vpfrimmer_sxb,1,1,,
2306,@fernando,1,2,,
2307,@agmontpetit,0,1,,
2308,@jf,1,5,Startup Founder,
2309,@shanedrye,0,0,,
2310,@da5ha,0,0,,
2311,@joshsoftorino,3,2,,
2312,@matthias,0,0,,
2313,@eimantas,0,0,"Web Dev, Software Dev, Mobile Dev, UI/UX Design, Game Dev, Startup Founder, Product Manager, Politics",Bachelor's Degree
2314,@jeromeargot,0,0,"Web Dev, Startup Founder, SaaS",
2315,@mapoulin,0,1,,
2316,@tony_ventura,1,3,,
2317,@lucozade,0,4,Finance,Bachelor's Degree
2318,@romanpetite,8,13,,
2319,@jorisw,2,0,,
2320,@sunilsinghme,1,1,"Startup Founder, Marketing",
2321,@nefer_l,48,303,,
2322,@klaaspieter,10,2,,
2323,@lars,0,0,,
2324,@davidjuilfs,0,0,"Web Dev, Startup Founder, Crypto, Creative, Law, Blogging, Ecommerce, SaaS",
2325,@ben264,0,0,,
2326,@nicknovitski,2,2,,
2327,@dominikmayer,4,3,,
2328,@thatuxdude,26,320,Startup Founder,
2329,@kymellis,7,3,Marketing,Bachelor's Degree
2330,@cbalari,0,0,,
2331,@derico,0,6,"Startup Founder, Marketing",
2332,@lilian,5,6,,
2333,@shewandas,0,0,"Startup Founder, Marketing",Bachelor's Degree
2334,@rcarrillo,0,0,,
2335,@tutuncumert,2,1,Software Dev,
2336,@ricburton,85,66,,
2337,@hernangarcia,1,4,,
2338,@afgypsy,0,0,,
2339,@jondeandres,1,2,,
2340,@ezakto,5,6,Web Dev,High School
2341,@bramp,2,0,"Medical, Data, Marketing",High School
2342,@joedavies1987,0,1,,
2343,@arpowers,12,74,Creative,
2344,@rbright,1,0,,
2345,@noansknv,0,4,,
2346,@benjturner,0,0,"Web Dev, Blogging, Marketing",Master's Degree
2347,@sannemare,0,1,,
2348,@olhuz,1,3,,
2349,@tomdeleu,3,10,Startup Founder,
2350,@ericayala,0,0,"Marketing, Sales",Master's Degree
2351,@melruns,0,0,,
2352,@muaddib,1,0,,
2353,@raphael,2,4,,
2354,@ashishexponential,1,2,,
2355,@nehagupta,6,2,,
2356,@advertisingbish,1,1,,
2357,@lukekimmel,0,0,,
2358,@taticonqueso,1,1,"Creative, Blogging, Ecommerce",Bachelor's Degree
2359,@winby,0,0,"Product Manager, Data, Fitness, Marketing, Ecommerce",Master's Degree
2360,@amwilkinson86,0,0,"Mobile Dev, UI/UX Design, Creative, Blogging, Data, Community, Marketing, SaaS, Architecture",Bachelor's Degree
2361,@boborchard,3,4,,
2362,@dnmchoi,0,0,,
2363,@reikudo,1,0,"Web Dev, Software Dev, Mobile Dev, Fitness, Sports, Architecture",Bachelor's Degree
2364,@alexey0gladyshev,0,0,Web Dev,High School
2365,@bovanalst,0,1,"Education, Journalism, Blogging, Coach",Bachelor's Degree
2366,@austingrandt,1,18,"Web Dev, Software Dev, Blogging",
2367,@katarinav3,1,0,,
2368,@andrewjmyers,0,0,"Software Dev, Startup Founder, Marketing",
2369,@vaclavstoupa,2,0,Startup Founder,
2370,@karinaprosto,0,1,,
2371,@jacob98,0,1,,
2372,@martin108,0,2,,
2373,@kevnull,21,5,,
2374,@nsarafa,9,12,,
2375,@m322,2,2,"Web Dev, Software Dev, Mobile Dev, UI/UX Design, Startup Founder, Finance, Data, Marketing, Sales, SaaS","High School, Bachelor's Degree"
2376,@paul_austin13,7,2,,
2377,@nomadlist399,0,0,,
2378,@benrellick,0,0,"Web Dev, UI/UX Design",Bachelor's Degree
2379,@curlycolly,0,0,Education,Bachelor's Degree
2380,@danfordgsy,0,0,"Web Dev, Startup Founder",
2381,@redromina,18,17,Startup Founder,
2382,@aewickham,27,22,"Startup Founder, Marketing",
2383,@brandoncnolte,2,1,Startup Founder,
2384,@gordonmzhu,0,1,,
2385,@jtcchan,3,1,Software Dev,
2386,@leanzubrezki,3,2,Software Dev,
2387,@nicolasbaissas,4,1,Startup Founder,
2388,@johnparronhinson,0,0,,
2389,@bitossi,0,0,,
2390,@jagodap,0,0,,
2391,@mertnesvat,5,3,,
2392,@wordweaverfree,10,5,"Startup Founder, Blogging",
2393,@juneaye,1,2,,
2394,@chocking,2,2,Startup Founder,
2395,@brycedoddcc,0,0,,
2396,@marine,1,0,,
2397,@slashya,0,0,,
2398,@joshontheweb,9,7,,
2399,@tschoffelen,6,6,"Startup Founder, Education",
2400,@vlm626,0,1,,
2401,@fabrice_dubesset,0,0,,
2402,@alexpineda86,0,0,,
2403,@alpkeser,1,0,,
2404,@andrewwolfe91,0,0,,
2405,@gingerviking123,0,1,Marketing,
2406,@woder88,0,0,,
2407,@tieubao,0,0,,
2408,@lancaster,2,0,,
2409,@mshakurova,3,0,,
2410,@prossorguk,0,2,,
2411,@noreaster360,1,4,,
2412,@olgama,0,0,"Creative, Community, Support, Hospitality",Bachelor's Degree
2413,@luke5,0,0,"Finance, Crypto, Creative, Journalism, Blogging, Coach, Data, Fitness, Community, Marketing, Sales",High School
2414,@susangaigher,0,0,,
2415,@islandgeekette,0,1,,
2416,@will2357,0,0,,
2417,@yago1,24,37,,
2418,@andreaszoltan,4,1,Startup Founder,
2419,@chodge88,0,0,,
2420,@pierre__jolivet,1,1,,
2421,@douglascrets,12,4,"Software Dev, Startup Founder, Marketing",
2422,@lukasfingerle,1,1,Web Dev,
2423,@katdville,0,0,"Data, Marketing, Hospitality",High School
2424,@jevyjevjevs,6,7,Product Manager,
2425,@nussbi,1,1,,
2426,@firsara,0,2,"Web Dev, Creative, Community, SaaS",High School
2427,@mmusin,0,1,"Software Dev, Crypto",Bachelor's Degree
2428,@heathhlee,3,7,,
2429,@theappguy,18,26,Startup Founder,
2430,@lmbrtt,1,2,,
2431,@raviownroof3,0,0,,
2432,@sam_lee1985,1,3,Startup Founder,
2433,@vcolinau,11,6,,
2434,@doctordan,1,0,,
2435,@spacewood,1,0,"UI/UX Design, Creative","High School, Bachelor's Degree, Master's Degree"
2436,@facundo,1,0,,
2437,@fluidsonic,0,1,,
2438,@rocketman,0,0,,
2439,@pqvst,9,2,Data,
2440,@vladstan,20,9,Startup Founder,
2441,@erikbrits,7,35,Blogging,
2442,@photostraveller,2,1,,
2443,@stephenzambaux,1,0,,
2444,@cstapel,3,1,,
2445,@vampira67,1,0,,
2446,@mvbehr,0,1,,
2447,@jaybowles_,4,7,,
2448,@armonaitis88,0,1,,
2449,@markusmarkus,7,4,,
2450,@buquicchiom,1,1,,Bachelor's Degree
2451,@adambunch,0,0,,
2452,@diannamallen,11,6,Creative,
2453,@gijsdebeer,3,7,Startup Founder,
2454,@danialaez,3,6,,
2455,@vedran,10,18,Web Dev,
2456,@abarcellonicorte,1,4,,
2457,@arnoldbeekes,8,13,Education,
2458,@horiacernusca,5,7,,
2459,@fdenkens,1,3,Startup Founder,
2460,@treehousesociet,1,6,,
2461,@afkehaya,5,9,Startup Founder,
2462,@noemimones,0,0,,
2463,@_therahulsingh,0,2,Startup Founder,
2464,@bennmckechnie,3,3,,
2465,@0xeff,2,0,Startup Founder,
2466,@babee,0,1,Creative,
2467,@ady,0,0,,
2468,@bea,0,4,"Education, Creative, Blogging",Master's Degree
2469,@j1mmy,4,15,,
2470,@lj60cpt,0,0,Startup Founder,
2471,@estelainspiral,5,3,,
2472,@carolynnealexander,0,1,,
2473,@alexishacks,0,0,,
2474,@01aniqe,0,0,,
2475,@yonatanbiri,0,0,Product Manager,Bachelor's Degree
2476,@timruof,2,2,UI/UX Design,
2477,@meganoosh,0,2,,
2478,@pialinnemann,0,1,,
2479,@james_elkins1,0,0,,
2480,@naii,10,14,"Software Dev, Startup Founder",
2481,@kbagoy,0,0,,
2482,@dana,3,6,,
2483,@colomeranna,0,0,,Master's Degree
2484,@limitless,0,0,,
2485,@zwasham,0,0,"Finance, Creative, Data, Fitness, Marketing, Sales",
2486,@talbrai,0,0,Startup Founder,
2487,@cpruijsen,8,1,"Software Dev, Startup Founder",
2488,@oliwia_misiak,0,1,,
2489,@ematipico,1,1,,
2490,@remotefmlive,0,5,,
2491,@danielaf,0,0,,
2492,@facuberte,1,2,,
2493,@piyakear,0,0,,
2494,@mattyg,0,1,,
2495,@micaela,30,5,,
2496,@tijmensmit,6,11,Web Dev,
2497,@gypsytravelsoul,3,0,,
2498,@jessykate,14,4,Software Dev,
2499,@mrpaiva,0,1,,
2500,@jamiefriggin,2,0,,
2501,@gonzalezangeld,0,0,,
2502,@pithyprincess,1,4,,
2503,@mv,4,1,"Web Dev, Software Dev, Startup Founder, Crypto, Product Manager",Bachelor's Degree
2504,@officialtob,1,2,,
2505,@thk_you_yzy,0,0,,
2506,@verekia,31,0,Web Dev,
2507,@gyuri,0,0,,
2508,@jordantcarlisle,2,10,,
2509,@eralpkaraduman,1,4,,
2510,@maattiio,4,5,,
2511,@travel_kane,0,0,,
2512,@huiiiiyiiiin,4,2,,
2513,@mobilisinmobili,0,2,"Politics, Creative, Journalism, Blogging, Community, SaaS, Support, Hospitality",Bachelor's Degree
2514,@johannestvedt,0,0,,
2515,@magician11,7,6,Web Dev,
2516,@jccelaya,0,0,,
2517,@master,8,15,,
2518,@ssr1368,0,0,"Game Dev, Education, Creative",Bachelor's Degree
2519,@matthall,1,0,,
2520,@yordidk,0,2,,
2521,@tautologicaly,1,0,"Software Dev, Marketing",
2522,@loniklara,5,1,,
